444.600 516.980
683.303 967.230
521.007 694.953
439.641 430.761
970.535 670.802
243.608 180.824
465.179 854.339
502.289 708.647
744.595 862.482
748.710 690.256
411.652 818.316
257.502 309.490
354.869 519.818
740.362 991.749
572.347 656.552
774.629 931.010
773.600 798.609
41.572 505.382
852.008 864.015
331.238 523.381
67.444 215.922
746.649 672.172
653.673 86.322
518.200 57.374
624.098 76.730
21.969 528.046
272.793 513.621
906.234 474.239
100.431 442.015
941.541 551.412
406.814 864.559
573.155 246.937
213.817 677.139
58.390 121.454
930.214 394.228
236.212 713.719
81.113 220.753
441.811 895.338
193.066 1.196
205.848 877.568
22.046 696.054
338.533 297.677
944.459 169.414
698.959 606.613
111.219 63.377
573.874 670.045
286.899 392.717
430.522 733.881
76.025 812.973
791.297 719.661
489.832 981.527
265.705 147.397
655.425 523.705
70.355 855.150
567.484 704.684
26.447 277.364
686.977 214.552
817.862 417.915
131.751 923.371
643.451 495.991
781.540 246.883
146.547 958.507
326.797 482.396
762.096 184.670
359.028 26.293
965.904 92.093
541.962 309.181
211.022 587.513
217.704 73.005
691.370 34.533
682.065 40.660
842.329 603.036
840.786 354.302
141.861 665.881
795.535 111.305
252.757 849.080
641.632 47.145
63.195 83.250
668.606 116.442
907.349 981.842
536.737 606.576
994.978 119.168
989.647 420.764
161.920 889.993
931.607 440.610
665.958 222.244
780.712 416.580
736.413 662.243
522.127 487.570
176.607 50.017
852.887 567.518
441.995 285.575
366.761 243.614
548.780 494.699
851.169 947.285
848.117 408.207
288.635 581.641
732.179 436.187
163.076 990.421
681.411 515.171
543.180 188.026
675.630 618.978
42.538 263.588
145.654 507.709
167.120 401.029
374.414 187.322
989.379 468.177
418.766 6.909
650.805 340.740
203.849 414.667
693.452 415.744
332.839 728.070
206.073 813.012
267.894 820.303
848.986 301.652
154.688 351.517
311.993 814.356
44.485 72.094
149.070 286.536
728.076 39.924
208.396 519.277
680.179 466.993
648.018 865.368
905.978 340.261
994.110 312.738
106.617 882.748
834.689 99.052
31.959 395.812
722.699 379.091
876.336 951.600
588.584 12.481
840.907 823.683
653.776 205.349
905.284 532.356
33.302 19.501
262.871 727.454
126.759 487.125
405.179 369.493
897.335 513.626
884.517 743.787
327.509 746.628
591.372 592.322
429.906 874.490
167.032 476.110
608.108 677.396
899.863 976.415
93.440 426.441
942.711 328.366
430.615 65.716
894.992 444.275
815.566 937.743
637.963 158.517
918.134 167.411
145.783 772.025
393.838 419.776
766.820 617.816
141.410 788.156
914.647 552.430
730.956 407.875
748.494 462.561
329.649 21.813
908.209 450.436
579.044 5.420
669.487 487.744
9.281 755.461
85.919 774.770
600.180 487.386
609.264 927.506
341.748 643.257
313.776 908.259
41.714 751.083
511.059 400.555
410.993 421.222
978.683 292.467
389.582 773.991
124.409 159.045
428.125 230.565
897.089 763.528
640.894 252.017
806.509 531.546
267.880 264.425
754.069 753.064
350.754 879.466
520.787 525.182
593.818 720.985
209.249 862.111
215.392 315.778
659.255 935.634
105.574 112.361
114.646 382.305
300.500 688.899
984.898 140.706
768.956 795.292
592.391 47.656
998.170 855.664
713.220 315.111
665.546 747.746
356.812 137.865
480.984 355.350
554.629 441.306
204.361 712.055
806.284 62.272
548.234 784.119
631.297 982.594
442.286 727.858
636.118 471.105
658.935 881.924
284.356 538.950
121.186 691.416
102.925 843.678
5.269 138.351
960.078 52.056
299.500 108.400
737.527 946.061
91.730 865.848
334.726 603.503
983.033 929.690
535.917 206.082
303.349 147.292
830.440 0.244
291.306 882.018
456.376 853.765
638.480 557.975
735.900 497.406
982.545 734.626
216.473 452.208
281.651 352.425
974.486 786.501
558.343 551.464
95.338 70.328
954.070 716.738
838.178 566.208
743.239 368.033
340.088 378.294
230.210 615.501
214.539 966.559
261.910 501.099
520.955 754.587
701.614 698.669
599.938 623.338
909.580 608.103
560.614 918.154
135.645 274.489
102.481 951.038
540.038 848.230
653.603 81.198
382.034 718.739
572.811 528.569
312.086 438.906
134.606 842.163
573.443 235.743
960.857 7.622
995.714 388.391
140.052 73.441
36.621 123.641
431.066 111.533
827.717 279.804
651.576 997.954
658.067 806.089
403.993 52.972
837.601 236.757
231.309 752.309
57.611 740.328
859.526 300.228
987.043 423.508
558.352 67.203
537.861 963.851
700.946 991.874
65.539 951.905
513.277 270.340
971.151 781.208
264.935 945.233
886.908 498.837
531.126 232.949
436.689 933.422
285.593 602.614
605.086 448.950
67.024 465.717
664.591 297.169
812.883 748.938
128.522 453.570
500.239 19.893
26.504 754.477
525.741 4.732
625.390 7.107
822.312 370.019
444.055 660.461
419.079 681.204
394.353 404.724
243.249 401.730
792.796 414.925
735.807 843.702
1.034 292.692
265.594 647.328
856.752 922.231
243.230 54.015
980.900 368.732
384.701 580.513
856.154 436.800
559.605 752.433
579.127 693.115
225.010 748.777
723.615 14.681
649.101 803.592
196.604 3.042
829.148 148.743
266.268 957.225
464.206 667.342
166.103 531.088
133.254 750.644
629.846 546.079
208.580 254.660
92.816 704.145
560.720 161.193
917.466 722.855
375.734 452.739
532.464 41.747
917.519 421.502
541.704 258.832
843.973 483.749
599.179 355.669
820.828 485.812
775.810 406.483
656.585 287.100
826.194 489.303
437.336 50.217
585.767 977.109
324.335 122.227
860.914 344.497
378.690 187.206
884.579 649.467
873.938 653.930
165.013 614.777
138.955 977.444
669.881 951.735
761.616 810.733
502.636 803.600
390.325 137.689
456.157 623.816
344.712 824.220
421.933 882.972
272.279 624.334
871.253 806.923
193.805 300.551
749.513 37.923
653.644 65.404
91.749 83.862
465.467 682.312
906.149 875.770
576.245 119.007
694.850 696.394
498.286 159.770
899.863 385.002
363.337 352.115
624.269 230.056
550.248 898.188
349.959 800.660
734.129 399.651
742.403 676.317
452.390 948.491
642.004 995.454
202.650 600.667
82.241 627.175
508.150 52.239
920.548 588.779
84.672 938.456
357.173 589.764
452.684 343.445
220.187 830.929
232.848 819.342
651.735 296.707
398.559 639.173
461.026 586.285
1.250 998.632
750.242 822.767
923.154 783.882
558.097 208.915
8.430 533.083
97.422 329.119
908.804 181.448
406.325 537.240
972.757 623.114
298.559 26.141
488.094 542.983
221.707 115.817
110.021 745.419
720.792 326.572
309.292 235.169
394.498 555.923
689.462 373.832
461.519 190.611
261.399 468.122
624.368 902.381
300.505 955.550
411.687 81.231
658.432 138.292
80.756 232.303
308.035 210.291
419.517 206.172
813.234 744.482
224.067 509.637
226.452 898.015
516.564 509.121
156.712 197.936
638.395 46.881
495.320 831.212
422.836 120.495
220.754 685.675
713.856 689.558
459.458 833.375
931.537 385.165
789.436 906.250
475.656 30.872
783.355 318.850
280.579 626.359
794.876 507.519
439.734 423.281
153.593 592.930
858.321 252.269
953.937 978.125
388.717 235.398
161.789 37.863
745.211 745.007
303.153 62.788
573.817 541.644
139.125 684.355
864.850 396.663
842.632 784.869
286.544 209.576
641.304 464.971
86.764 121.769
482.698 371.092
2.645 58.497
331.932 113.868
97.756 383.832
151.312 381.292
341.319 472.823
696.025 977.635
230.052 702.741
59.966 234.781
539.011 577.496
365.803 689.760
529.037 724.862
405.552 55.096
516.785 41.865
987.383 625.348
776.392 707.513
69.188 54.367
8.909 968.422
804.279 957.477
812.468 182.545
50.354 432.757
484.228 578.573
539.549 561.388
376.531 643.441
691.432 911.294
81.273 970.104
612.832 93.538
504.521 420.771
632.098 920.740
530.009 801.422
530.546 141.713
591.815 512.422
824.818 837.292
475.074 104.473
224.244 570.041
898.032 540.104
120.757 910.565
767.818 591.671
36.530 716.697
904.239 232.166
846.430 703.917
474.397 920.663
963.138 708.976
352.634 917.803
877.284 996.604
371.120 866.038
372.767 866.242
241.039 521.187
241.092 108.631
585.297 770.092
262.762 891.661
612.249 72.326
169.153 712.121
214.846 921.138
66.476 275.035
593.982 970.820
654.501 770.671
756.699 683.690
461.611 688.961
4.734 391.359
679.410 247.580
838.337 722.094
927.239 628.080
365.720 639.073
181.438 46.534
939.561 121.563
462.299 48.140
450.346 889.087
344.403 541.312
591.938 648.974
103.083 842.613
293.507 140.700
26.902 996.848
951.958 33.922
623.417 427.932
692.057 83.590
295.654 291.855
785.735 670.744
377.900 656.847
512.390 766.208
782.311 749.294
730.910 450.858
390.084 930.242
930.092 999.335
875.353 99.265
198.653 927.963
231.531 84.224
853.908 530.101
143.399 471.744
162.725 347.909
803.642 550.464
923.475 593.519
845.711 365.091
7.841 412.897
300.900 529.706
160.278 116.240
664.259 861.475
870.495 455.172
618.514 174.360
441.010 969.047
223.112 33.146
639.850 979.989
802.014 467.591
556.379 346.352
796.338 435.886
678.334 630.488
747.889 403.409
531.073 961.843
841.716 1.281
804.921 441.059
151.718 514.185
590.491 937.063
705.065 843.151
45.038 42.559
612.618 208.087
262.034 466.621
991.052 343.713
631.642 139.050
417.797 508.900
257.959 821.999
893.450 663.358
643.263 348.503
132.714 305.388
191.109 583.829
481.345 619.765
949.643 292.069
279.569 859.639
487.794 89.130
194.497 507.506
532.161 942.784
31.215 548.574
677.182 721.788
471.844 773.614
950.793 696.610
851.608 928.352
28.839 510.229
925.710 408.897
109.808 841.398
269.067 19.351
90.663 562.802
554.615 716.650
272.888 215.746
963.802 645.909
147.649 609.728
632.546 304.611
314.808 487.264
250.183 440.972
818.987 690.721
121.998 894.720
571.973 995.433
254.671 867.731
472.749 124.956
586.477 589.455
452.362 360.528
381.126 500.848
547.918 70.842
163.515 242.710
458.539 690.442
674.983 228.357
17.648 439.464
750.426 56.732
626.854 391.651
92.986 198.681
444.642 861.644
540.504 184.058
846.893 281.487
668.199 440.157
215.899 16.355
982.984 784.977
148.898 446.247
987.206 936.561
406.777 612.412
677.277 8.593
884.165 467.469
346.339 124.180
33.890 910.023
526.012 453.027
527.780 219.391
805.388 256.545
299.995 151.817
689.274 324.223
263.853 262.019
367.685 375.347
218.874 982.976
11.175 933.157
838.597 384.071
898.650 424.548
914.158 790.719
444.674 591.973
466.560 452.343
899.290 365.514
819.314 390.148
32.743 589.084
445.137 424.266
238.031 972.515
51.742 238.396
129.275 285.396
885.872 131.342
965.808 391.884
609.852 106.927
469.742 258.003
342.856 888.447
216.895 359.595
551.043 255.733
758.424 230.079
468.206 731.769
599.780 900.545
292.452 659.624
903.427 189.247
839.321 464.707
2.296 612.765
968.349 932.257
957.313 442.433
0.080 14.379
470.305 171.146
656.434 658.955
369.096 12.064
990.250 944.857
448.145 673.954
926.027 966.883
415.352 564.786
92.753 431.261
30.113 554.476
591.483 128.895
7.743 877.230
236.028 452.336
41.661 729.623
605.426 845.485
914.615 51.744
820.670 341.473
638.671 425.716
287.348 855.620
645.908 27.211
114.346 898.252
469.343 545.672
352.837 732.549
939.647 866.295
444.730 839.281
544.038 367.888
449.954 944.825
634.646 963.069
837.549 141.972
612.488 291.100
701.491 619.810
799.445 858.978
272.252 606.456
992.020 548.256
244.206 361.106
123.719 858.917
996.560 407.997
568.410 23.638
120.942 192.564
135.145 495.172
50.714 359.740
30.824 810.689
266.940 320.916
38.239 691.982
764.902 790.024
94.960 445.226
315.230 374.902
852.160 429.824
940.012 273.429
745.993 695.000
487.455 911.547
65.020 473.999
804.597 796.779
145.944 230.384
731.123 989.061
106.230 871.332
636.322 355.688
647.043 425.489
95.889 103.195
648.074 753.262
698.622 502.953
356.620 701.811
935.581 802.018
192.204 992.538
207.692 286.210
687.083 901.174
899.617 300.121
40.058 971.836
230.327 603.101
904.860 390.570
505.527 825.086
235.557 102.333
225.386 823.012
882.855 884.946
632.835 630.809
562.213 74.861
276.847 167.178
567.749 588.647
871.148 470.096
672.726 152.059
413.929 697.855
668.250 943.820
622.830 196.509
92.541 744.131
559.264 804.278
468.705 895.039
994.441 439.499
830.447 682.131
874.814 83.901
912.511 253.252
16.091 373.219
133.784 531.852
75.129 896.559
419.551 488.613
675.643 428.013
679.576 781.906
542.086 376.160
918.225 160.666
536.669 884.657
312.273 768.282
807.127 209.012
358.607 947.194
489.714 230.790
248.426 305.253
480.652 315.856
636.879 422.602
856.012 623.747
529.130 174.518
333.290 153.302
622.902 388.529
691.274 78.290
437.624 721.320
